,src,to,weights,weight_rank
911,resp3890,resp3356,0.7799999999999999,1.0
912,resp3890,resp3494,0.52,2.0
913,resp3893,resp3458,0.72,1.0
914,resp3894,resp514,0.1,5.0
915,resp3899,resp3949,0.48,2.0
916,resp3901,resp4214,0.5760000000000001,1.0
917,resp3902,resp5941,0.48,3.0
918,resp3904,resp2066,0.2025,5.0
919,resp3905,resp5955,0.18,3.0
920,resp3906,resp2659,0.3657142857142857,5.0
921,resp3908,resp2250,0.29538461538461536,1.0
922,resp3909,resp4809,0.4,4.0
923,resp391,resp1772,0.35000000000000003,1.0
924,resp3913,resp5970,0.16500000000000006,5.0
925,resp392,resp5427,0.48,4.0
926,resp3921,resp494,0.04,5.0
927,resp3924,resp4812,0.19285714285714284,8.0
928,resp3929,resp82,0.6,1.0
929,resp3935,resp2696,0.24,3.0
930,resp3935,resp3978,0.24,3.0
931,resp3935,resp460,0.24,2.0
932,resp3937,resp35,0.5333333333333333,2.0
933,resp3940,resp5913,0.54,4.0
934,resp3941,resp5977,0.19636363636363635,2.0
935,resp3947,resp2954,0.3,9.0
936,resp3949,resp4571,0.10956521739130436,13.0
937,resp3958,resp5787,0.3333333333333333,3.0
938,resp3961,resp2039,0.21600000000000005,7.0
939,resp3964,resp1204,0.18,6.0
940,resp3965,resp1313,0.32,1.0
941,resp3966,resp3419,0.18,1.0
942,resp3967,resp1559,0.03428571428571429,18.0
943,resp3968,resp2859,0.6545454545454545,1.0
944,resp3970,resp2903,0.54,2.0
945,resp3973,resp235,0.042857142857142864,4.0
946,resp3974,resp4181,0.18,4.0
947,resp3976,resp35,0.135,9.0
948,resp3979,resp179,0.28800000000000003,1.0
949,resp3982,resp2891,0.4,2.0
950,resp399,resp5965,0.36,2.0
951,resp3991,resp3921,0.12,6.0
952,resp3992,resp4871,0.48,1.0
953,resp3993,resp1476,0.4382608695652174,1.0
954,resp3995,resp213,0.05333333333333333,9.0
955,resp40,resp2954,0.2858823529411765,10.0
956,resp4008,resp4571,0.045714285714285714,20.0
957,resp4009,resp1358,0.32,2.0
958,resp401,resp5731,0.24,6.0
959,resp4012,resp4643,0.04615384615384615,13.0
960,resp4013,resp1376,0.051428571428571435,14.0
961,resp4020,resp169,0.04,11.0
962,resp4020,resp2532,0.04,5.0
963,resp4020,resp4923,0.04,6.0
964,resp4021,resp3972,0.15,3.0
965,resp4024,resp1772,0.08,4.0
966,resp4034,resp169,0.1,9.0
967,resp4038,resp5200,0.26181818181818184,1.0
968,resp4039,resp3015,0.3272727272727273,1.0
969,resp4039,resp3190,0.3272727272727273,1.0
970,resp4042,resp2659,0.384,4.0
971,resp4046,resp2159,0.28800000000000003,2.0
972,resp4050,resp5484,0.5647058823529413,1.0
973,resp4052,resp232,0.18,10.0
974,resp4054,resp4302,0.12,1.0
975,resp4066,resp4881,0.3323076923076924,1.0
976,resp4066,resp5083,0.08307692307692308,4.0
977,resp4069,resp664,0.18,2.0
978,resp407,resp514,0.08,6.0
979,resp4074,resp515,0.48,1.0
980,resp4082,resp2903,0.28800000000000003,4.0
981,resp4083,resp3159,0.5538461538461539,1.0
982,resp4086,resp2562,0.36,3.0
983,resp4088,resp11,0.36,9.0
984,resp409,resp608,0.048,6.0
985,resp4095,resp2236,0.04,8.0
986,resp4100,resp5913,0.1705263157894737,8.0
987,resp4101,resp5884,0.5454545454545454,2.0
988,resp4105,resp4266,0.108,5.0
989,resp4106,resp6078,0.384,1.0
990,resp4108,resp2322,0.36,4.0
991,resp4113,resp1355,0.64,1.0
992,resp4114,resp2475,0.3927272727272727,5.0
993,resp4116,resp4771,0.15,6.0
994,resp4118,resp3414,0.48,3.0
995,resp4119,resp4695,0.4421052631578947,1.0
996,resp4127,resp4809,0.4400000000000001,2.0
997,resp4128,resp90,0.48,1.0
998,resp413,resp96,0.24,2.0
999,resp4138,resp5913,0.15428571428571428,9.0
1000,resp4140,resp5884,0.14400000000000002,6.0
1001,resp4142,resp3949,0.36,3.0
1002,resp4143,resp3756,0.054545454545454536,12.0
1003,resp4148,resp3,0.5599999999999999,1.0
1004,resp4150,resp5727,0.64,1.0
1005,resp4172,resp2343,0.448,4.0
1006,resp418,resp3613,0.5236363636363637,2.0
1007,resp418,resp589,0.06545454545454546,1.0
1008,resp4180,resp1170,0.06,8.0
1009,resp4181,resp3198,0.6545454545454547,1.0
1010,resp4182,resp2954,0.04,16.0
1011,resp4184,resp748,0.5454545454545454,1.0
1012,resp4192,resp2017,0.4421052631578947,2.0
1013,resp4195,resp1416,0.72,1.0
1014,resp4197,resp3448,0.24,12.0
1015,resp4198,resp2128,0.5557894736842105,2.0
1016,resp420,resp3567,0.22,1.0
1017,resp4202,resp2654,0.5,1.0
1018,resp4204,resp4571,0.06,16.0
1019,resp4208,resp5267,0.26666666666666666,7.0
1020,resp4221,resp2890,0.3,4.0
1021,resp4223,resp737,0.23142857142857146,3.0
1022,resp4230,resp1161,0.5333333333333333,1.0
1023,resp4234,resp2903,0.06545454545454546,11.0
1024,resp4235,resp1559,0.12,11.0
1025,resp4237,resp1147,0.48,2.0
1026,resp4237,resp1210,0.18,3.0
1027,resp4238,resp6257,0.24,3.0
1028,resp4240,resp3620,0.35000000000000003,1.0
1029,resp4241,resp2480,0.3,3.0
1030,resp4244,resp2543,0.384,2.0
1031,resp4245,resp597,0.28,1.0
1032,resp4246,resp3613,0.24,5.0
1033,resp4255,resp1379,0.15750000000000006,4.0
1034,resp4257,resp283,0.54,2.0
1035,resp4259,resp1071,0.096,3.0
1036,resp4261,resp1188,0.135,7.0
1037,resp4264,resp5873,0.045,5.0
1038,resp4266,resp4571,0.04695652173913043,19.0
1039,resp4269,resp5153,0.54,2.0
1040,resp4271,resp716,0.18,3.0
1041,resp4272,resp2954,0.5236363636363637,4.0
1042,resp4275,resp1376,0.06,11.0
1043,resp428,resp5047,0.18,4.0
1044,resp4280,resp1170,0.4430769230769231,6.0
1045,resp4285,resp5970,0.2475,3.0
1046,resp4287,resp1848,0.3,1.0
1047,resp4288,resp3448,0.18,14.0
1048,resp4292,resp448,0.3,1.0
1049,resp4295,resp4206,0.36,1.0
1050,resp4296,resp309,0.135,1.0
1051,resp4298,resp3221,0.64,1.0
1052,resp4299,resp4977,0.48,1.0
1053,resp43,resp2832,0.07200000000000001,1.0
1054,resp43,resp4799,0.5760000000000001,1.0
1055,resp4301,resp4372,0.23625,3.0
1056,resp4306,resp5267,0.4430769230769231,3.0
1057,resp4312,resp4800,0.24,2.0
1058,resp4313,resp466,0.4114285714285714,2.0
1059,resp4318,resp1376,0.052173913043478265,13.0
1060,resp4319,resp2986,0.09,1.0
1061,resp4321,resp5427,0.12,5.0
1062,resp4323,resp2797,0.051428571428571435,1.0
1063,resp4324,resp11,0.4363636363636363,4.0
1064,resp4325,resp1376,0.12,7.0
1065,resp4326,resp595,0.4,1.0
1066,resp4330,resp2558,0.5142857142857142,1.0
1067,resp4333,resp3259,0.6063157894736841,3.0
1068,resp4336,resp3259,0.48,4.0
1069,resp4338,resp3781,0.7000000000000001,1.0
1070,resp434,resp1029,0.43200000000000005,1.0
1071,resp4340,resp3072,0.72,1.0
1072,resp4342,resp4417,0.451764705882353,3.0
1073,resp4345,resp5481,0.675,2.0
1074,resp4356,resp5727,0.54,2.0
1075,resp4358,resp3595,0.4,5.0
1076,resp4360,resp3545,0.18,14.0
1077,resp4366,resp5913,0.084,11.0
1078,resp4369,resp2950,0.6,1.0
1079,resp4373,resp3989,0.25826086956521743,1.0
1080,resp4376,resp4483,0.24,4.0
1081,resp4378,resp4654,0.13846153846153844,6.0
1082,resp4381,resp4181,0.12,6.0
1083,resp4385,resp5123,0.36,3.0
1084,resp4390,resp608,0.06,5.0
1085,resp4391,resp2236,0.3,4.0
1086,resp4397,resp2302,0.4430769230769231,1.0
1087,resp44,resp3414,0.21600000000000005,5.0
1088,resp4402,resp3756,0.27,8.0
1089,resp4413,resp5588,0.064,4.0
1090,resp4414,resp4166,0.24,4.0
1091,resp4415,resp756,0.03529411764705883,3.0
1092,resp4421,resp91,0.14823529411764708,7.0
1093,resp4426,resp1772,0.3375,2.0
1094,resp4429,resp488,0.18,10.0
1095,resp443,resp5427,0.54,1.0
1096,resp4432,resp3781,0.4114285714285714,2.0
1097,resp4436,resp2954,0.54,3.0
1098,resp4440,resp90,0.3692307692307693,2.0
1099,resp4442,resp1559,0.42,4.0
1100,resp4442,resp1687,0.42,4.0
1101,resp4449,resp3448,0.3085714285714285,11.0
1102,resp445,resp346,0.24,6.0
1103,resp4450,resp5481,0.065,7.0
1104,resp4450,resp5731,0.065,10.0
1105,resp4451,resp2055,0.2025,3.0
1106,resp4453,resp473,0.42,2.0
1107,resp4455,resp2373,0.4615384615384615,6.0
1108,resp4457,resp1371,0.18,5.0
1109,resp4463,resp5200,0.252,2.0
1110,resp4466,resp5731,0.5,2.0
1111,resp4467,resp2250,0.2557894736842105,2.0
1112,resp4473,resp5846,0.5760000000000001,2.0
1113,resp4476,resp2072,0.27,4.0
1114,resp4478,resp2562,0.09,9.0
1115,resp448,resp2947,0.5760000000000001,1.0
1116,resp449,resp5970,0.042857142857142864,10.0
1117,resp4491,resp2562,0.36,3.0
1118,resp4492,resp5427,0.5236363636363636,2.0
1119,resp4495,resp85,0.72,1.0
1120,resp4498,resp3448,0.36,6.0
1121,resp4502,resp3887,0.5142857142857142,1.0
1122,resp4503,resp2954,0.672,1.0
1123,resp4504,resp232,0.04615384615384615,17.0
1124,resp4506,resp5535,0.4430769230769231,2.0
1125,resp4511,resp5953,0.5538461538461539,2.0
1126,resp4524,resp628,0.09,1.0
1127,resp4527,resp474,0.48,2.0
1128,resp4532,resp4166,0.4235294117647059,2.0
1129,resp4536,resp488,0.48,2.0
1130,resp4539,resp3448,0.35294117647058826,7.0
1131,resp4541,resp1188,0.108,8.0
1132,resp4550,resp903,0.4114285714285714,2.0
1133,resp4554,resp5351,0.12,3.0
1134,resp4558,resp5,0.4363636363636363,2.0
1135,resp456,resp3673,0.05,2.0
1136,resp4561,resp2072,0.055000000000000014,7.0
1137,resp4561,resp4812,0.4400000000000001,3.0
1138,resp4563,resp1170,0.55,3.0
1139,resp4563,resp553,0.055000000000000014,8.0
1140,resp4569,resp5727,0.24,5.0
1141,resp4570,resp2128,0.16615384615384615,7.0
1142,resp4571,resp2983,0.065,4.0
1143,resp4574,resp3458,0.4114285714285714,2.0
1144,resp4576,resp2039,0.21600000000000005,7.0
1145,resp4579,resp2890,0.4042105263157895,2.0
1146,resp4581,resp2373,0.2842105263157895,12.0
1147,resp4584,resp4571,0.2475,5.0
1148,resp4593,resp2950,0.06,17.0
1149,resp460,resp494,0.28,2.0
1150,resp4600,resp4483,0.6,1.0
1151,resp4604,resp488,0.3,6.0
1152,resp4606,resp2915,0.34714285714285714,3.0
1153,resp4607,resp2066,0.28800000000000003,3.0
1154,resp461,resp4169,0.07058823529411766,8.0
1155,resp4611,resp3549,0.07636363636363636,5.0
1156,resp4612,resp4169,0.28,2.0
1157,resp4613,resp3756,0.054545454545454536,12.0
1158,resp4614,resp4308,0.384,5.0
1159,resp4614,resp4643,0.48,4.0
1160,resp4615,resp4935,0.54,4.0
1161,resp4616,resp4935,0.5142857142857142,5.0
1162,resp4618,resp2903,0.13090909090909092,10.0
1163,resp4620,resp3756,0.6545454545454545,2.0
1164,resp4630,resp410,0.504,4.0
1165,resp4631,resp3756,0.135,10.0
1166,resp4632,resp3545,0.48,5.0
1167,resp4633,resp5884,0.24,5.0
1168,resp4638,resp5657,0.1,8.0
1169,resp4640,resp2378,0.20769230769230768,8.0
1170,resp4641,resp819,0.6,1.0
1171,resp4645,resp2709,0.5485714285714286,1.0
1172,resp4646,resp4169,0.054545454545454536,10.0
1173,resp4649,resp4695,0.06947368421052631,2.0
1174,resp465,resp5657,0.48,1.0
1175,resp4656,resp5267,0.4266666666666665,4.0
1176,resp4658,resp4417,0.48,2.0
1177,resp4658,resp737,0.48,1.0
1178,resp4670,resp5484,0.55,2.0
1179,resp4676,resp2954,0.4,8.0
1180,resp4677,resp1559,0.5142857142857142,2.0
1181,resp4678,resp3259,0.4114285714285714,5.0
1182,resp4683,resp2649,0.21600000000000005,3.0
1183,resp4684,resp11,0.48,3.0
1184,resp4687,resp5,0.55,1.0
1185,resp4688,resp2264,0.4581818181818182,1.0
1186,resp469,resp4574,0.6,1.0
1187,resp4691,resp4452,0.18,3.0
1188,resp4692,resp2302,0.36,3.0
1189,resp4694,resp2543,0.2475,5.0
1190,resp4699,resp232,0.12,13.0
1191,resp4703,resp3944,0.37894736842105264,1.0
1192,resp4708,resp4240,0.42,1.0
1193,resp471,resp5970,0.13846153846153844,6.0
1194,resp4710,resp4311,0.24,1.0
1195,resp4713,resp4214,0.4615384615384615,4.0
1196,resp4716,resp1960,0.3692307692307693,2.0
1197,resp472,resp206,0.42857142857142855,1.0
1198,resp4720,resp195,0.63,1.0
1199,resp4722,resp4935,0.4114285714285714,8.0
1200,resp4727,resp5022,0.18,3.0
1201,resp473,resp4571,0.48,2.0
1202,resp4732,resp6233,0.12,1.0
1203,resp4746,resp1429,0.15750000000000006,2.0
1204,resp4747,resp929,0.27,2.0
1205,resp4748,resp2343,0.7000000000000001,2.0
1206,resp475,resp2017,0.08,4.0
1207,resp4754,resp1559,0.48,3.0
1208,resp4755,resp488,0.3333333333333333,5.0
1209,resp4756,resp3608,0.27,7.0
1210,resp4757,resp488,0.1905882352941176,9.0
1211,resp4761,resp2824,0.05,3.0
1212,resp4765,resp2039,0.6,1.0
1213,resp4767,resp2834,0.42,4.0
1214,resp4771,resp2339,0.4909090909090909,1.0
1215,resp4771,resp494,0.14727272727272725,4.0
1216,resp4772,resp3487,0.48,2.0
1217,resp4774,resp595,0.07636363636363636,2.0
1218,resp4778,resp1121,0.3,3.0
1219,resp4780,resp4654,0.3085714285714285,2.0
1220,resp4781,resp2856,0.36,4.0
1221,resp4783,resp4214,0.24,8.0
1222,resp4784,resp2954,0.22153846153846155,12.0
1223,resp4788,resp5953,0.15428571428571428,5.0
1224,resp4789,resp2831,0.5454545454545454,2.0
1225,resp4790,resp2373,0.24,13.0
1226,resp4797,resp2236,0.4695652173913044,2.0
1227,resp4797,resp4823,0.04695652173913043,7.0
1228,resp48,resp750,0.06,3.0
1229,resp4801,resp1841,0.2290909090909091,3.0
1230,resp4802,resp5181,0.3428571428571429,1.0
1231,resp4804,resp232,0.5760000000000001,2.0
1232,resp4805,resp5022,0.4114285714285714,2.0
1233,resp4809,resp3356,0.48,2.0
1234,resp4814,resp4169,0.06461538461538463,9.0
1235,resp4818,resp5584,0.2025,6.0
1236,resp4819,resp5944,0.5,1.0
1237,resp4824,resp5523,0.23625,5.0
1238,resp4825,resp6038,0.3733333333333333,2.0
1239,resp4829,resp3549,0.2025,3.0
1240,resp4835,resp3605,0.06,1.0
1241,resp4842,resp426,0.45,1.0
1242,resp4846,resp5618,0.56,2.0
1243,resp4847,resp4914,0.2475,3.0
1244,resp485,resp553,0.15428571428571428,5.0
1245,resp4851,resp3756,0.5142857142857142,4.0
1246,resp4853,resp5788,0.18,9.0
1247,resp486,resp5850,0.12,4.0
1248,resp4864,resp2236,0.6461538461538461,1.0
1249,resp4865,resp474,0.3692307692307693,3.0
1250,resp487,resp1429,0.08727272727272728,3.0
1251,resp4870,resp1376,0.18899999999999997,4.0
1252,resp4874,resp6078,0.05333333333333333,6.0
1253,resp488,resp2300,0.4400000000000001,1.0
1254,resp4890,resp5731,0.4,3.0
1255,resp490,resp4935,0.375,11.0
1256,resp4901,resp5618,0.6666666666666666,1.0
1257,resp4903,resp4266,0.6886956521739132,1.0
1258,resp4907,resp3549,0.14727272727272728,4.0
1259,resp4908,resp4952,0.2925,2.0
1260,resp4908,resp573,0.52,3.0
1261,resp4911,resp3921,0.3,5.0
1262,resp4915,resp2333,0.225,2.0
1263,resp4918,resp3520,0.4,3.0
1264,resp4925,resp1307,0.4,1.0
1265,resp4925,resp3487,0.6,1.0
1266,resp493,resp2302,0.3388235294117647,4.0
1267,resp4932,resp1559,0.035,17.0
1268,resp4933,resp3554,0.4114285714285714,1.0
1269,resp4935,resp2300,0.42,2.0
1270,resp4938,resp3359,0.4,1.0
1271,resp4946,resp3434,0.48,1.0
1272,resp4947,resp3921,0.37894736842105264,4.0
1273,resp4948,resp6113,0.54,1.0
1274,resp495,resp2343,0.27,5.0
1275,resp4966,resp2066,0.5760000000000001,1.0
1276,resp4969,resp2236,0.2223529411764706,5.0
1277,resp4971,resp3448,0.3176470588235294,10.0
1278,resp4972,resp5032,0.5760000000000001,1.0
1279,resp4976,resp1908,0.24,5.0
1280,resp4977,resp1188,0.28800000000000003,5.0
1281,resp4979,resp232,0.09,14.0
1282,resp4985,resp3545,0.09,17.0
1283,resp4987,resp3414,0.08,6.0
1284,resp4988,resp132,0.48,2.0
1285,resp4994,resp283,0.5538461538461538,1.0
1286,resp4997,resp5123,0.04,5.0
1287,resp5,resp494,0.2025,3.0
1288,resp50,resp1796,0.18,1.0
1289,resp5002,resp3434,0.18,2.0
1290,resp5005,resp2475,0.28800000000000003,7.0
1291,resp5007,resp3777,0.4,1.0
1292,resp502,resp2475,0.672,2.0
1293,resp5024,resp1703,0.15750000000000006,5.0
1294,resp5027,resp2420,0.4547368421052632,1.0
1295,resp5030,resp5,0.06545454545454546,5.0
1296,resp5033,resp5924,0.384,1.0
1297,resp5035,resp232,0.12857142857142856,12.0
1298,resp5037,resp2236,0.4,3.0
1299,resp5043,resp2856,0.405,2.0
1300,resp5047,resp4298,0.6,1.0
1301,resp5048,resp4169,0.12,7.0
1302,resp5049,resp5481,0.45,5.0
1303,resp5050,resp143,0.12705882352941175,2.0
1304,resp5051,resp3797,0.24,3.0
1305,resp5053,resp4823,0.6,1.0
1306,resp5060,resp1349,0.48,4.0
1307,resp5061,resp2236,0.162,6.0
1308,resp5062,resp5970,0.07200000000000001,7.0
1309,resp5067,resp2532,0.06285714285714286,4.0
1310,resp5067,resp4923,0.18857142857142856,3.0
1311,resp507,resp573,0.5,4.0
1312,resp5072,resp1772,0.1878260869565217,3.0
1313,resp5077,resp2915,0.24,4.0
1314,resp5083,resp4571,0.06461538461538463,15.0
1315,resp5087,resp35,0.21600000000000005,7.0
1316,resp5088,resp132,0.384,3.0
1317,resp5105,resp947,0.13090909090909092,5.0
1318,resp5108,resp1371,0.42857142857142855,2.0
1319,resp5112,resp5083,0.12,3.0
1320,resp5124,resp4308,0.32,7.0
1321,resp5138,resp35,0.48,3.0
1322,resp5139,resp3756,0.27,8.0
1323,resp5140,resp1349,0.43200000000000005,5.0
1324,resp5142,resp5787,0.12,5.0
1325,resp5145,resp2885,0.21333333333333326,6.0
1326,resp5148,resp4571,0.19384615384615386,10.0
1327,resp5149,resp91,0.1705263157894737,6.0
1328,resp515,resp4571,0.12,12.0
1329,resp5153,resp1701,0.6499999999999999,1.0
1330,resp5154,resp2128,0.09,11.0
1331,resp5158,resp3493,0.4,1.0
1332,resp5163,resp2950,0.28,6.0
1333,resp5169,resp488,0.43200000000000005,3.0
1334,resp5171,resp3061,0.12,1.0
1335,resp5180,resp848,0.15,3.0
1336,resp5181,resp1334,0.18,1.0
1337,resp5182,resp2834,0.48,3.0
1338,resp5186,resp5810,0.19636363636363635,3.0
1339,resp5186,resp5953,0.3490909090909091,3.0
1340,resp5187,resp3797,0.4363636363636363,2.0
1341,resp5193,resp930,0.6,1.0
1342,resp5194,resp373,0.6,1.0
1343,resp5194,resp5955,0.6,1.0
1344,resp5199,resp1204,0.5890909090909089,1.0
1345,resp5201,resp4166,0.43200000000000005,1.0
1346,resp5206,resp2948,0.2290909090909091,1.0
1347,resp5206,resp5810,0.2290909090909091,2.0
1348,resp5209,resp4935,0.4363636363636363,7.0
1349,resp521,resp2373,0.5760000000000001,3.0
1350,resp5213,resp4809,0.64,1.0
1351,resp5220,resp553,0.36,2.0
1352,resp5227,resp2567,0.06666666666666668,5.0
1353,resp5232,resp6038,0.3428571428571429,3.0
1354,resp5234,resp2887,0.08,1.0
1355,resp5236,resp3545,0.2492307692307693,12.0
1356,resp5237,resp4571,0.15,11.0
1357,resp5239,resp5618,0.324,6.0
